Code	MIN	MAX	ROL	ROQ	
MTGEN0002063	0	0	0	0	0
MTGEN0002082	0	0	0	0	0
MTGEN0002083	0	0	0	0	0
MTGEN0002084	0	0	0	0	0
MTGEN0002085	0	0	0	0	0
MTGEN0002086	0	0	0	0	0
MTGEN0002096	0	0	0	0	0
MTGEN0002097	0	0	0	0	0
MTGEN0002101	0	0	0	0	0
MTGEN0002102	0	0	0	0	0
MTGEN0002103	0	0	0	0	0
MTGEN0002104	0	0	0	0	0
MTGEN0002109	0	0	0	0	0
MTGEN0002127	0	0	0	0	0
MTGEN0002128	0	0	0	0	0
MTGEN0002129	0	0	0	0	0
MTGEN0002145	0	0	0	0	0
MTGEN0002146	0	0	0	0	0
MTGEN0002147	0	0	0	0	0
MTGEN0002148	0	0	0	0	0
MTGEN0002149	0	0	0	0	0
MTGEN0002150	0	0	0	0	0
MTGEN0002151	0	0	0	0	0
MTGEN0002152	0	0	0	0	0
MTGEN0002153	0	0	0	0	0
MTGEN0002154	0	0	0	0	0
MTGEN0002159	0	0	0	0	0
MTGEN0002160	0	0	0	0	0
MTGEN0002170	0	0	0	0	0
MTGEN0002179	0	0	0	0	0
MTGEN0002185	0	0	0	0	0
MTGEN0002186	0	0	0	0	0
MTGEN0002187	0	0	0	0	0
MTGEN0002188	0	0	0	0	0
MTGEN0002204	0	0	0	0	0
MTGEN0002205	0	0	0	0	0
MTGEN0002206	0	0	0	0	0
MTGEN0002207	0	0	0	0	0
MTGEN0002208	0	0	0	0	0
MTGEN0002209	0	0	0	0	0
MTGEN0002210	0	0	0	0	0
MTGEN0002211	0	0	0	0	0
MTGEN0002212	0	0	0	0	0
MTGEN0002213	0	0	0	0	0
MTGEN0002214	0	0	0	0	0
MTGEN0002215	0	0	0	0	0
MTGEN0002216	0	0	0	0	0
MTGEN0002217	0	0	0	0	0
MTGEN0002218	0	0	0	0	0
MTGEN0002220	0	0	0	0	0
MTGEN0002221	0	0	0	0	0
MTGEN0002222	0	0	0	0	0
MTGEN0002223	0	0	0	0	0
MTGEN0002228	0	0	0	0	0
MTGEN0002231	0	0	0	0	0
MTGEN0002233	0	0	0	0	0
MTGEN0002237	0	0	0	0	0
MTGEN0002239	0	0	0	0	0
MTGEN0002245	0	0	0	0	0
MTGEN0002246	0	0	0	0	0
MTGEN0002247	0	0	0	0	0
MTGEN0002248	0	0	0	0	0
MTGEN0002249	0	0	0	0	0
MTGEN0002250	0	0	0	0	0
MTGEN0002251	0	0	0	0	0
MTGEN0002252	0	0	0	0	0
MTGEN0002253	0	0	0	0	0
MTGEN0002254	0	0	0	0	0
MTGEN0002255	0	0	0	0	0
MTGEN0002256	0	0	0	0	0
MTGEN0002257	0	0	0	0	0
MTGEN0002258	0	0	0	0	0
MTGEN0002259	0	0	0	0	0
MTGEN0002261	0	0	0	0	0
MTGEN0002263	0	0	0	0	0
MTGEN0002264	0	0	0	0	0
MTGEN0002265	0	0	0	0	0
MTGEN0002266	0	0	0	0	0
MTGEN0002267	0	0	0	0	0
MTGEN0002269	0	0	0	0	0
MTGEN0002271	0	0	0	0	0
MTGEN0002272	0	0	0	0	0
MTGEN0002273	0	0	0	0	0
MTGEN0002274	0	0	0	0	0
MTGEN0002291	0	0	0	0	0
MTGEN0002295	0	0	0	0	0
MTGEN0002296	0	0	0	0	0
MTGEN0002312	0	0	0	0	0
MTGEN0002315	0	0	0	0	0
MTGEN0002317	0	0	0	0	0
MTGEN0002318	0	0	0	0	0
MTGEN0002319	0	0	0	0	0
MTGEN0002320	0	0	0	0	0
MTGEN0002321	0	0	0	0	0
MTGEN0002322	0	0	0	0	0
MTGEN0002323	0	0	0	0	0
MTGEN0002324	0	0	0	0	0
MTGEN0002325	0	0	0	0	0
MTGEN0002326	0	0	0	0	0
MTGEN0002327	0	0	0	0	0
MTGEN0002328	0	0	0	0	0
MTGEN0002329	0	0	0	0	0
MTGEN0002330	0	0	0	0	0
MTGEN0002351	0	0	0	0	0
MTGEN0002367	0	0	0	0	0
MTGEN0002382	0	0	0	0	0
MTGEN0002402	0	0	0	0	0
MTGEN0002403	0	0	0	0	0
MTGEN0002404	0	0	0	0	0
MTGEN0002405	0	0	0	0	0
MTGEN0002406	0	0	0	0	0
MTGEN0002407	0	0	0	0	0
MTGEN0002408	0	0	0	0	0
MTGEN0002409	0	0	0	0	0
MTGEN0002410	0	0	0	0	0
MTGEN0002412	0	0	0	0	0
MTGEN0002413	0	0	0	0	0
MTGEN0002414	0	0	0	0	0
MTGEN0002415	0	0	0	0	0
MTGEN0002418	0	0	0	0	0
MTGEN0002419	0	0	0	0	0
MTGEN0002420	0	0	0	0	0
MTGEN0002421	0	0	0	0	0
MTGEN0002422	0	0	0	0	0
MTGEN0002424	0	0	0	0	0
MTGEN0002425	0	0	0	0	0
MTGEN0002441	0	0	0	0	0
MTGEN0002442	0	0	0	0	0
MTGEN0002443	0	0	0	0	0
MTGEN0002444	0	0	0	0	0
MTGEN0002445	0	0	0	0	0
MTGEN0002446	0	0	0	0	0
MTGEN0002450	0	0	0	0	0
MTGEN0002451	0	0	0	0	0
MTGEN0002452	0	0	0	0	0
MTGEN0002453	0	0	0	0	0
MTGEN0002454	0	0	0	0	0
MTGEN0002455	0	0	0	0	0
MTGEN0002456	0	0	0	0	0
MTGEN0002462	0	0	0	0	0
MTGEN0002463	0	0	0	0	0
MTGEN0002464	0	0	0	0	0
MTGEN0002465	0	0	0	0	0
MTGEN0002466	0	0	0	0	0
MTGEN0002467	0	0	0	0	0
MTGEN0002468	0	0	0	0	0
MTGEN0002469	0	0	0	0	0
MTGEN0002470	0	0	0	0	0
MTGEN0002472	0	0	0	0	0
MTGEN0002486	0	0	0	0	0
MTGEN0002535	0	0	0	0	0
MTGEN0002537	0	0	0	0	0
MTGEN0002538	0	0	0	0	0
MTGEN0002549	0	0	0	0	0
MTGEN0002550	0	0	0	0	0
MTGEN0002551	0	0	0	0	0
MTGEN0002552	0	0	0	0	0
MTGEN0002553	0	0	0	0	0
MTGEN0002554	0	0	0	0	0
MTGEN0002555	0	0	0	0	0
MTGEN0002568	0	0	0	0	0
MTGEN0002572	0	0	0	0	0
MTGEN0002574	0	0	0	0	0
MTGEN0002575	0	0	0	0	0
MTGEN0002579	0	0	0	0	0
MTGEN0002580	0	0	0	0	0
MTGEN0002581	0	0	0	0	0
MTGEN0002593	0	0	0	0	0
MTGEN0002594	0	0	0	0	0
MTGEN0002595	0	0	0	0	0
MTGEN0002596	0	0	0	0	0
MTGEN0002598	0	0	0	0	0
MTGEN0002599	0	0	0	0	0
MTGEN0002600	0	0	0	0	0
MTGEN0002601	0	0	0	0	0
MTGEN0002602	0	0	0	0	0
MTGEN0002603	0	0	0	0	0
MTGEN0002604	0	0	0	0	0
MTGEN0002605	0	0	0	0	0
MTGEN0002606	0	0	0	0	0
MTGEN0002616	0	0	0	0	0
MTGEN0002617	0	0	0	0	0
MTGEN0002618	0	0	0	0	0
MTGEN0002619	0	0	0	0	0
MTGEN0002620	0	0	0	0	0
MTGEN0002621	0	0	0	0	0
MTGEN0002622	0	0	0	0	0
MTGEN0002623	0	0	0	0	0
MTGEN0002637	0	0	0	0	0
MTGEN0002639	0	0	0	0	0
MTGEN0002640	0	0	0	0	0
MTGEN0002642	0	0	0	0	0
MTGEN0002643	0	0	0	0	0
MTGEN0002644	0	0	0	0	0
MTGEN0002645	0	0	0	0	0
MTGEN0002646	0	0	0	0	0
MTGEN0002648	0	0	0	0	0
MTGEN0002649	0	0	0	0	0
MTGEN0002658	0	0	0	0	0
MTGEN0002659	0	0	0	0	0
MTGEN0002660	0	0	0	0	0
MTGEN0002664	0	0	0	0	0
MTGEN0002665	0	0	0	0	0
MTGEN0002669	0	0	0	0	0
MTGEN000267	0	0	0	0	0
MTGEN0002670	0	0	0	0	0
MTGEN0002671	0	0	0	0	0
MTGEN0002672	0	0	0	0	0
MTGEN0002673	0	0	0	0	0
MTGEN0002674	0	0	0	0	0
MTGEN0002676	0	0	0	0	0
MTGEN0002677	0	0	0	0	0
MTGEN0002686	0	0	0	0	0
MTGEN0002687	0	0	0	0	0
MTGEN0002688	0	0	0	0	0
MTGEN0002689	0	0	0	0	0
MTGEN0002696	0	0	0	0	0
MTGEN0002697	0	0	0	0	0
MTGEN0002698	0	0	0	0	0
MTGEN0002700	0	0	0	0	0
MTGEN0002701	0	0	0	0	0
MTGEN0002702	0	0	0	0	0
MTGEN0002703	0	0	0	0	0
MTGEN0002704	0	0	0	0	0
MTGEN0002705	0	0	0	0	0
MTGEN0002707	0	0	0	0	0
MTGEN0002708	0	0	0	0	0
MTGEN0002709	0	0	0	0	0
MTGEN0002743	0	0	0	0	0
MTGEN0002754	0	0	0	0	0
MTGEN0002755	0	0	0	0	0
MTGEN0002756	0	0	0	0	0
MTGEN0002757	0	0	0	0	0
MTGEN0002758	0	0	0	0	0
MTGEN0002759	0	0	0	0	0
MTGEN0002760	0	0	0	0	0
MTGEN0002761	0	0	0	0	0
MTGEN0002764	0	0	0	0	0
MTGEN0002765	0	0	0	0	0
MTGEN0002769	0	0	0	0	0
MTMEC0000682	0	0	0	0	0
MTMEC0000683	0	0	0	0	0
MTMEC0000684	0	0	0	0	0
MTMEC0000685	0	0	0	0	0
MTMEC0000686	0	0	0	0	0
MTMEC0000687	0	0	0	0	0
MTMEC0000688	1	2	2	2	1
MTMEC0000689	0	0	0	0	0
MTMEC0000690	0	0	0	0	0
MTMEC0000691	0	0	0	0	0
MTMEC0000693	2	4	3	2	1
MTMEC0000694	2	4	3	2	1
MTMEC0000695	2	4	3	2	1
MTMEC0000696	0	0	0	0	0
MTMEC0000697	2	4	3	2	1
MTMEC0000698	0	0	0	0	0
MTMEC0000699	2	4	3	2	1
MTMEC0000700	0	0	0	0	0
MTMEC0000701	2	4	3	2	1
MTMEC0000702	2	4	3	2	1
MTMEC0000703	0	0	0	0	0
MTMEC0000704	2	4	3	2	1
MTMEC0000705	4	10	3	10	1
MTMEC0000706	4	10	5	8	1
MTMEC0000707	4	8	5	6	1
MTMEC0000708	0	0	0	0	0
MTMEC0000709	0	0	0	0	0
MTMEC0000710	0	0	0	0	0
MTMEC0000711	0	0	0	0	0
MTMEC0000712	0	0	0	0	0
MTMEC0000713	2	4	3	2	1
MTMEC0000714	2	4	3	2	1
MTMEC0000715	6	10	7	8	1
MTMEC0000716	4	6	5	4	1
MTMEC0000717	4	6	5	4	1
MTMEC0000718	2	4	3	2	1
MTMEC0000719	2	4	3	2	1
MTMEC0000720	2	4	3	2	1
MTMEC0000721	2	4	3	2	1
MTMEC0000722	0	0	0	0	0
MTMEC0000723	0	0	0	0	0
MTMEC0000724	0	0	0	0	0
MTMEC0000725	4	6	5	4	1
MTMEC0000726	4	6	5	4	1
MTMEC0000727	2	4	3	2	1
MTMEC0000728	0	0	0	0	0
MTMEC0000729	0	0	0	0	0
MTMEC0000730	0	0	0	0	0
MTMEC0000731	0	0	0	0	0
MTMEC0000732	0	0	0	0	0
MTMEC0000733	8	12	9	10	1
MTMEC0000734	2	4	3	2	1
MTMEC0000735	2	4	2	3	1
MTMEC0000736	2	4	3	2	1
MTMEC0000737	2	4	3	2	1
MTMEC0000738	2	4	3	2	1
MTMEC0000739	0	0	0	0	0
MTMEC0000740	0	0	0	0	0
MTMEC0000741	0	0	0	0	0
MTMEC0000742	2	4	3	2	1
MTMEC0000743	4	8	5	6	1
MTMEC0000744	6	10	7	8	1
MTMEC0000745	4	6	5	4	1
MTMEC0000746	6	10	7	8	1
MTMEC0000747	4	8	5	6	1
MTMEC0000748	6	10	7	8	1
MTMEC0000749	2	8	4	5	1
MTMEC0000750	4	8	5	6	1
MTMEC0000751	4	6	5	4	1
MTMEC0000752	6	10	7	8	1
MTMEC0000753	0	0	0	0	0
MTMEC0000754	0	0	0	0	0
MTMEC0000755	0	0	0	0	0
MTMEC0000756	0	0	0	0	0
MTMEC0000757	0	0	0	0	0
MTMEC0000758	4	6	5	4	1
MTMEC0000759	0	0	0	0	0
MTMEC0000760	2	4	3	2	1
MTMEC0000761	4	6	5	4	1
MTMEC0000762	0	0	0	0	0
MTMEC0000763	2	4	3	2	1
MTMEC0000764	0	0	0	0	0
MTMEC0000765	0	0	0	0	0
MTMEC0000766	0	0	0	0	0
MTMEC0000767	1	4	2	2	1
MTMEC0000768	0	0	0	0	0
MTMEC0000769	0	0	0	0	0
MTMEC0000770	0	0	0	0	0
MTMEC0000771	0	0	0	0	0
MTMEC0000772	0	0	0	0	0
MTMEC0000773	0	0	0	0	0
MTMEC0000774	0	0	0	0	0
MTMEC0000775	0	0	0	0	0
MTMEC0000776	1	4	2	2	1
MTMEC0000777	0	0	0	0	0
MTMEC0000778	2	6	3	4	1
MTMEC0000779	0	0	0	0	0
MTMEC0000780	1	4	2	2	1
MTMEC0000781	0	0	0	0	0
MTMEC0000782	0	0	0	0	0
MTMEC0000783	0	0	0	0	0
MTMEC0000784	0	0	0	0	0
MTMEC0000785	0	0	0	0	0
MTMEC0000786	0	0	0	0	0
MTMEC0000787	0	0	0	0	0
MTMEC0000788	0	0	0	0	0
MTMEC0000789	0	0	0	0	0
MTMEC0000790	0	0	0	0	0
MTMEC0000791	0	0	0	0	0
MTMEC0000792	1	4	2	2	1
MTMEC0000793	1	4	2	2	1
MTMEC0000794	0	0	0	0	0
MTMEC0000795	1	4	2	2	1
MTMEC0000796	0	0	0	0	0
MTMEC0000797	0	0	0	0	0
MTMEC0000799	0	0	0	0	0
MTMEC0000800	0	0	0	0	0
MTMEC0000801	0	0	0	0	0
MTMEC0000802	0	0	0	0	0
MTMEC0000803	2	6	3	4	1
MTMEC0000804	1	4	2	3	1
MTMEC0000805	1	4	2	3	1
MTMEC0000806	1	4	2	3	1
MTMEC0000807	0	0	0	0	0
MTMEC0000808	0	0	0	0	0
MTMEC0000809	0	0	0	0	0
MTMEC0000810	1	4	2	3	1
MTMEC0000811	0	0	0	0	0
MTMEC0000812	0	0	0	0	0
MTMEC0000813	0	0	0	0	0
MTMEC0000814	0	0	0	0	0
MTMEC0000815	0	0	0	0	0
MTMEC0000816	0	0	0	0	0
MTMEC0000817	0	0	0	0	0
MTMEC0000818	0	0	0	0	0
MTMEC0000819	0	0	0	0	0
MTMEC0000820	0	0	0	0	0
MTMEC0000821	0	0	0	0	0
MTMEC0000822	0	0	0	0	0
MTMEC0000823	0	0	0	0	0
MTMEC0000824	1	4	2	3	1
MTMEC0000825	1	4	2	3	1
MTMEC0000826	2	6	3	4	1
MTMEC0000827	0	0	0	0	0
MTMEC0000828	1	4	2	3	1
MTMEC0000829	0	0	0	0	0
MTMEC0000830	0	0	0	0	0
MTMEC0000831	0	0	0	0	0
MTMEC0000832	0	0	0	0	0
MTMEC0000833	2	8	4	6	1
MTMEC0000834	10	30	15	25	1
MTMEC0000835	10	30	15	25	1
MTMEC0000836	10	30	15	25	1
MTMEC0000837	10	30	15	25	1
MTMEC0000838	0	0	0	0	0
MTMEC0000839	0	0	0	0	0
MTMEC0000840	0	0	0	0	0
MTMEC0000841	0	0	0	0	0
MTMEC0000842	0	0	0	0	0
MTMEC0000843	0	0	0	0	0
MTMEC0000844	0	0	0	0	0
MTMEC0000845	0	0	0	0	0
MTMEC0000846	1	2	2	1	1
MTMEC0000847	0	0	0	0	0
MTMEC0000848	0	0	0	0	0
MTMEC0000849	0	0	0	0	0
MTMEC0000850	0	0	0	0	0
MTMEC0000851	2	6	3	4	1
MTMEC0000852	8	24	12	15	1
MTMEC0000853	10	30	15	25	1
MTMEC0000854	15	40	20	30	1
MTMEC0000855	5	20	10	10	1
MTMEC0000856	0	0	0	0	0
MTMEC0000857	0	0	0	0	0
MTMEC0000858	0	0	0	0	0
MTMEC0000859	0	0	0	0	0
MTMEC0000860	0	0	0	0	0
MTMEC0000861	0	0	0	0	0
MTMEC0000862	0	0	0	0	0
MTMEC0000863	0	0	0	0	0
MTMEC0000864	0	0	0	0	0
MTMEC0000865	0	0	0	0	0
MTMEC0000866	0	0	0	0	0
MTMEC0000867	0	0	0	0	0
MTMEC0000868	0	0	0	0	0
MTMEC0000869	0	0	0	0	0
MTMEC0000870	0	0	0	0	0
MTMEC0000871	0	0	0	0	0
MTMEC0000872	0	0	0	0	0
MTMEC0000873	1	2	2	1	1
MTMEC0000874	1	2	2	1	1
MTMEC0000875	0	0	0	0	0
MTMEC0000876	0	0	0	0	0
MTMEC0000877	0	0	0	0	0
MTMEC0000878	0	0	0	0	0
MTMEC0000879	0	0	0	0	0
MTMEC0000880	0	0	0	0	0
MTMEC0000881	0	0	0	0	0
MTMEC0000882	0	0	0	0	0
MTMEC0000883	0	0	0	0	0
MTMEC0000884	0	0	0	0	0
MTMEC0000885	0	0	0	0	0
MTMEC0000886	0	0	0	0	0
MTMEC0000887	0	0	0	0	0
MTMEC0000888	0	0	0	0	0
MTMEC0000889	0	0	0	0	0
MTMEC0000890	0	0	0	0	0
MTMEC0000891	0	0	0	0	0
MTMEC0000892	0	0	0	0	0
MTMEC0000893	0	0	0	0	0
MTMEC0000894	0	0	0	0	0
MTMEC0000895	0	0	0	0	0
MTMEC0000896	0	0	0	0	0
MTMEC0000897	0	0	0	0	0
MTMEC0000898	0	0	0	0	0
MTMEC0000899	0	0	0	0	0
MTMEC0000900	0	0	0	0	0
MTMEC0000901	0	0	0	0	0
MTMEC0000902	0	0	0	0	0
MTMEC0000903	0	0	0	0	0
MTMEC0000904	0	0	0	0	0
MTMEC0000905	0	0	0	0	0
MTMEC0000906	0	0	0	0	0
MTMEC0000907	0	0	0	0	0
MTMEC0000908	0	0	0	0	0
MTMEC0000909	0	0	0	0	0
MTMEC0000910	0	0	0	0	0
MTMEC0000911	0	0	0	0	0
MTMEC0000912	0	0	0	0	0
MTMEC0000913	0	0	0	0	0
MTMEC0000914	0	0	0	0	0
MTMEC0000915	0	0	0	0	0
MTMEC0000916	0	0	0	0	0
MTMEC0000917	0	0	0	0	0
MTMEC0000918	0	0	0	0	0
MTMEC0000919	0	0	0	0	0
MTMEC0000920	0	0	0	0	0
MTMEC0000921	0	0	0	0	0
MTMEC0000922	0	0	0	0	0
MTMEC0000923	0	0	0	0	0
MTMEC0000924	0	0	0	0	0
MTMEC0000925	0	0	0	0	0
MTMEC0000926	0	0	0	0	0
MTMEC0000929	0	0	0	0	0
MTMEC0000933	0	0	0	0	0
MTMEC0000934	0	0	0	0	0
MTMEC0000935	0	0	0	0	0
MTMEC0000936	0	0	0	0	0
MTMEC0000937	0	0	0	0	0
MTMEC0000938	0	0	0	0	0
MTMEC0000939	0	0	0	0	0
MTMEC0000940	0	0	0	0	0
MTMEC0000941	0	0	0	0	0
MTMEC0000942	0	0	0	0	0
MTMEC0000943	0	0	0	0	0
MTMEC0000944	0	0	0	0	0
MTMEC0000945	0	0	0	0	0
MTMEC0000946	0	0	0	0	0
MTMEC0000947	0	0	0	0	0
MTMEC0000948	0	0	0	0	0
MTMEC0000949	0	0	0	0	0
MTMEC0000950	2	4	3	2	1
MTMEC0000951	2	4	3	2	1
MTMEC0000952	2	4	3	2	1
MTMEC0000954	0	0	0	0	0
MTMEC0000955	0	0	0	0	0
MTMEC0000956	0	0	0	0	0
MTMEC0000957	0	0	0	0	0
MTMEC0000958	0	0	0	0	0
MTMEC0000959	0	0	0	0	0
MTMEC0000960	0	0	0	0	0
MTMEC0000961	0	0	0	0	0
MTMEC0000962	0	0	0	0	0
MTMEC0000963	0	0	0	0	0
MTMEC0000964	0	0	0	0	0
MTMEC0000965	0	0	0	0	0
MTMEC0000966	0	0	0	0	0
MTMEC0000967	0	0	0	0	0
MTMEC0000968	0	0	0	0	0
MTMEC0000969	0	0	0	0	0
MTMEC0000970	0	0	0	0	0
MTMEC0000971	0	0	0	0	0
MTMEC0000972	0	0	0	0	0
MTMEC0000973	0	0	0	0	0
MTMEC0000974	0	0	0	0	0
MTMEC0000975	0	0	0	0	0
MTMEC0000976	0	0	0	0	0
MTMEC0000977	0	0	0	0	0
MTMEC0000978	0	0	0	0	0
MTMEC0000979	0	0	0	0	0
MTMEC0000980	0	0	0	0	0
MTMEC0000981	0	0	0	0	0
MTMEC0000982	0	0	0	0	0
MTMEC0000983	0	0	0	0	0
MTMEC0000984	0	0	0	0	0
MTMEC0000985	0	0	0	0	0
MTMEC0000986	0	0	0	0	0
MTMEC0000987	0	0	0	0	0
MTMEC0000988	0	0	0	0	0
MTMEC0000989	0	0	0	0	0
MTMEC0000990	0	0	0	0	0
MTMEC0000991	0	0	0	0	0
MTMEC0000992	0	0	0	0	0
MTMEC0000993	0	0	0	0	0
MTMEC0000994	0	0	0	0	0
MTMEC0000995	0	0	0	0	0
MTMEC0000996	0	0	0	0	0
MTMEC0000997	0	0	0	0	0
MTMEC0000998	0	0	0	0	0
MTMEC0000999	0	0	0	0	0
MTMEC0001001	0	0	0	0	0
MTMEC0001002	0	0	0	0	0
MTMEC0001003	0	0	0	0	0
MTMEC0001004	0	0	0	0	0
MTMEC0001005	0	0	0	0	0
MTMEC0001006	0	0	0	0	0
MTMEC0001007	0	0	0	0	0
MTMEC0001008	0	0	0	0	0
MTMEC0001009	0	0	0	0	0
MTMEC0001010	0	0	0	0	0
MTMEC0001011	0	0	0	0	0
MTMEC0001012	0	0	0	0	0
MTMEC0001013	0	0	0	0	0
MTMEC0001014	0	0	0	0	0
MTMEC0001015	0	0	0	0	0
MTMEC0001016	0	0	0	0	0
MTMEC0001017	0	0	0	0	0
MTMEC0001018	0	0	0	0	0
MTMEC0001019	0	0	0	0	0
MTMEC0001020	0	0	0	0	0
MTMEC0001021	0	0	0	0	0
MTMEC0001022	0	0	0	0	0
MTMEC0001023	0	0	0	0	0
MTMEC0001024	0	0	0	0	0
MTMEC0001025	0	0	0	0	0
MTMEC0001026	0	0	0	0	0
MTMEC0001027	0	0	0	0	0
MTMEC0001028	0	0	0	0	0
MTMEC0001029	0	0	0	0	0
MTMEC0001030	0	0	0	0	0
MTMEC0001031	0	0	0	0	0
MTMEC0001032	0	0	0	0	0
MTMEC0001033	0	0	0	0	0
MTMEC0001034	0	0	0	0	0
MTMEC0001035	0	0	0	0	0
MTMEC0001036	0	0	0	0	0
MTMEC0001037	0	0	0	0	0
MTMEC0001038	0	0	0	0	0
MTMEC0001039	0	0	0	0	0
MTMEC0001040	0	0	0	0	0
MTMEC0001041	0	0	0	0	0
MTMEC0001042	0	0	0	0	0
MTMEC0001043	0	0	0	0	0
MTMEC0001044	0	0	0	0	0
MTMEC0001045	0	0	0	0	0
MTMEC0001046	0	0	0	0	0
MTMEC0001047	0	0	0	0	0
MTMEC0001048	0	0	0	0	0
MTMEC0001049	0	0	0	0	0
MTMEC0001050	0	0	0	0	0
MTMEC0001051	0	0	0	0	0
MTMEC0001052	0	0	0	0	0
MTMEC0001053	0	0	0	0	0
MTMEC0001054	0	0	0	0	0
MTMEC0001215	0	0	0	0	0
MTMEC0001216	0	0	0	0	0
MTMEC0001217	0	0	0	0	0
MTMEC0001218	0	0	0	0	0
MTMEC0001219	0	0	0	0	0
MTMEC0001220	0	0	0	0	0
MTMEC0001221	0	0	0	0	0
MTMEC0001222	0	0	0	0	0
MTMEC0001223	0	0	0	0	0
MTMEC0001224	0	0	0	0	0
MTMEC0001225	0	0	0	0	0
MTMEC0001226	0	0	0	0	0
MTMEC0001227	0	0	0	0	0
MTMEC0001228	0	0	0	0	0
MTMEC0001229	0	0	0	0	0
MTMEC0001230	0	0	0	0	0
MTMEC0001231	0	0	0	0	0
MTMEC0001232	0	0	0	0	0
MTMEC0001233	1	2	2	1	1
MTMEC0001234	0	0	0	0	0
MTMEC0001235	0	0	0	0	0
MTMEC0001236	0	0	0	0	0
MTMEC0001237	0	0	0	0	0
MTMEC0001238	0	0	0	0	0
MTMEC0001239	0	0	0	0	0
MTMEC0001240	0	0	0	0	0
MTMEC0001241	0	0	0	0	0
MTMEC0001242	0	0	0	0	0
MTMEC0001243	0	0	0	0	0
MTMEC0001244	0	0	0	0	0
MTMEC0001245	0	0	0	0	0
MTMEC0001246	0	0	0	0	0
MTMEC0001247	0	0	0	0	0
MTMEC0001248	0	0	0	0	0
MTMEC0001249	0	0	0	0	0
MTMEC0001250	0	0	0	0	0
MTMEC0001251	0	0	0	0	0
MTMEC0001252	0	0	0	0	0
MTMEC0001253	0	0	0	0	0
MTMEC0001254	0	0	0	0	0
MTMEC0001255	0	0	0	0	0
MTMEC0001256	0	0	0	0	0
MTMEC0001257	0	0	0	0	0
MTMEC0001258	0	0	0	0	0
MTMEC0001259	0	0	0	0	0
MTMEC0001260	0	0	0	0	0
MTMEC0001261	0	0	0	0	0
MTMEC0001262	0	0	0	0	0
MTMEC0001263	0	0	0	0	0
MTMEC0001264	0	0	0	0	0
MTMEC0001265	0	0	0	0	0
MTMEC0001266	0	0	0	0	0
MTMEC0001267	0	0	0	0	0
MTMEC0001268	0	0	0	0	0
MTMEC0001269	0	0	0	0	0
MTMEC0001270	0	0	0	0	0
MTMEC0001271	0	0	0	0	0
MTMEC0001272	0	0	0	0	0
MTMEC0001273	0	0	0	0	0
MTMEC0001274	0	0	0	0	0
MTMEC0001275	0	0	0	0	0
MTMEC0001276	0	0	0	0	0
MTMEC0001277	0	0	0	0	0
MTMEC0001278	0	0	0	0	0
MTMEC0001279	0	0	0	0	0
MTMEC0001280	0	0	0	0	0
MTMEC0001281	0	0	0	0	0
MTMEC0001283	0	0	0	0	0
MTMEC0001284	0	0	0	0	0
MTMEC0001285	0	0	0	0	0
MTMEC0001286	0	0	0	0	0
MTMEC0001287	0	0	0	0	0
MTMEC0001288	0	0	0	0	0
MTMEC0001289	0	0	0	0	0
MTMEC0001290	0	0	0	0	0
MTMEC0001291	0	0	0	0	0
MTMEC0001292	0	0	0	0	0
MTMEC0001293	0	0	0	0	0
MTMEC0001294	0	0	0	0	0
MTMEC0001295	0	0	0	0	0
MTMEC0001548	5	20	10	15	1
MTMEC0001550	0	0	0	0	0
MTMEC0001553	4	12	5	15	1
MTMEC0001564	0	0	0	0	0
MTMEC0001565	0	0	0	0	0
MTMEC0001566	0	0	0	0	0
MTMEC0001567	0	0	0	0	0
MTMEC0001568	0	0	0	0	0
MTMEC0001569	0	0	0	0	0
MTMEC0001595	2	4	3	2	1
MTMEC0001600	0	0	0	0	0
MTMEC0001601	0	0	0	0	0
MTMEC0001602	0	0	0	0	0
MTMEC0001603	0	0	0	0	0
MTMEC0001611	0	0	0	0	0
MTMEC0001613	0	0	0	0	0
MTMEC0001614	0	0	0	0	0
MTMEC0001616	0	0	0	0	0
MTMEC0001620	0	0	0	0	0
MTMEC0001628	0	0	0	0	0
MTMEC0001631	4	6	5	4	1
MTMEC0001633	0	0	0	0	0
MTMEC0001635	0	0	0	0	0
MTMEC0001636	0	0	0	0	0
MTMEC0001637	0	0	0	0	0
MTMEC0001674	0	0	0	0	0
MTMEC0001678	0	0	0	0	0
MTMEC0001681	0	0	0	0	0
MTMEC0001690	0	0	0	0	0
MTMEC0001691	2	4	3	2	1
MTMEC0001692	0	0	0	0	0
MTMEC0001693	4	8	5	6	1
MTMEC0001694	4	8	5	6	1
MTMEC0001695	4	8	5	6	1
MTMEC0001696	0	0	0	0	0
MTMEC0001697	4	8	5	6	1
MTMEC0001698	4	8	5	6	1
MTMEC0001699	2	4	3	2	1
MTMEC0001700	4	6	5	4	1
MTMEC0001701	4	10	5	8	1
MTMEC0001702	2	4	3	2	1
MTMEC0001703	2	6	5	2	1
MTMEC0001704	0	0	0	0	0
MTMEC0001705	0	0	0	0	0
MTMEC0001706	0	0	0	0	0
MTMEC0001707	0	0	0	0	0
MTMEC0001708	0	0	0	0	0
MTMEC0001709	2	4	3	2	1
MTMEC0001710	0	0	0	0	0
MTMEC0001711	2	4	3	2	1
MTMEC0001712	0	0	0	0	0
