Item No	Item Description	Inventory UoM	catno	stkmaintain	active	Warehouse	MIN	MAX	ROL	ROQ	LT	SHP
MTELC0000218	ELECTRICAL - WIRE  1/1.13 MM   SINGLE CORE 1 MM BLUE	MEATER	4	1	1	1	50	100	60	40	7	30
MTELC0000219	ELECTRICAL - WIRE  2 CORE  1 MM /8M	MEATER	4	1	1	1	50	100	60	40	7	30
MTELC0000220	ELECTRICAL - WIRE  7/0.53  SINGLE CORE 1.5 MM BLUE	MEATER	4	1	1	1	50	100	60	40	7	30
MTELC0000221	ELECTRICAL - WIRE  7/0.53 MM SINGLE CORE 1.5 MM  19 MM  BROWN	MEATER	4	1	1	1	50	100	60	40	7	30
MTELC0000223	ELECTRICAL - WIRE  7/0.67  2.5 MM GREEN (EARTH)	MEATER	4	1	1	1	50	100	60	40	7	30
MTELC0000224	ELECTRICAL - WIRE  7/0.67 MM    SINGLE CORE  2.5 MM BLUE	MEATER	4	1	1	1	50	100	60	40	7	30
MTELC0000225	ELECTRICAL - WIRE  7/0.67 MM  SINGLE CORE  2.5 MM BROWN	MEATER	4	1	1	1	50	100	60	40	7	30
MTELC0000226	ELECTRICAL - WIRE  TELEPHONE    2 PAIR  0.5 MM	MEATER	4	1	1	1	50	100	60	40	7	30
MTELC0000227	ELECTRICAL - WIRE (FLEXIBLE) 2.5mm	MEATER	4	1	1	1	25	50	30	20	7	30
MTELC0000228	ELECTRICAL - WIRE LUG    12 MMX6mm	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000229	ELECTRICAL - WIRE LUG   10 MM X 6mm	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000230	ELECTRICAL - WIRE LUG   10 MM X4mm	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000231	ELECTRICAL - WIRE LUG   12 MM X 4mm	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000232	ELECTRICAL - WIRE LUG   4 MM X 4mm	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000233	ELECTRICAL - WIRE LUG   5 MM X 4mm	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000234	ELECTRICAL - WIRE LUG  10 MMX 4mm	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000235	ELECTRICAL - WIRE LUG  4 MM 	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000236	ELECTRICAL - WIRE LUG  8 MM X 10	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000237	ELECTRICAL - WIRE LUG  AUTO CABLE    PIN 2-3	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000238	ELECTRICAL - WIRE LUG  AUTO CABLE   PIN 2-1	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000239	ELECTRICAL - WIRE LUG  D 6MM X10	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000240	ELECTRICAL - WIRE LUG  D10MM X 70	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000241	ELECTRICAL - WIRE LUG  D4 MM X 6	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000242	ELECTRICAL - WIRE LUG  D5 MM X 2.5	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000243	ELECTRICAL - WIRE LUG PLANE  4 MMX 20	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000244	ELECTRICAL - WIRE LUG TUBES  FUREL  - 16 MM	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000245	ELECTRICAL - WIRE LUG TUBES  FUREL  - 25 MM	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000246	ELECTRICAL - WIRE LUG TUBES  FUREL  - 35 MM	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000247	ELECTRICAL - WIRE LUG TUBES  FUREL  - 10 MM	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0000248	ELECTRICAL - WIRE LUG TUBES  FUREL  - 1.5 MM	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0001461	ELECTRICAL - PLUGTOP 13A SQUARE PIN	NOS	4	1	1	1	5	10	6	4	7	30
MTELC0001462	ELECTRICAL - 3CORE 0.75 WIRE	METER	4	1	1	1	20	50	25	25	7	30
MTELC0001463	ELECTRICAL - BRAKE GLASS(FIRE)	NOS	4	1	1	1	5	10	6	4	7	30
MTELC0001465	ELECTRICAL - BULB LED 9W PIN TYPE	NOS	4	1	1	1	10	15	11	4	7	30
MTELC0001466	ELECTRICAL - BULB LED 9W THEAD TYPE	NOS	4	1	1	1	10	15	11	4	7	30
MTELC0001467	ELECTRICAL - BULBHOLDER PIN TYPE CERAMIC	NOS	4	1	1	1	10	15	11	4	7	30
MTELC0001468	ELECTRICAL - CAPASITER 90MF	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0001469	ELECTRICAL - CEALING SHADE	NOS	4	1	1	1	3	5	3	2	7	30
MTELC0001470	ELECTRICAL - CIRCUIT BREAKER 4 POLE 20A MCB	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0001471	ELECTRICAL - CIRCUIT BREAKER 4 POLE 63A MCB	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0001472	ELECTRICAL - CIRCUIT BREAKER MCB 1POLE 16A	NOS	4	1	1	1	2	5	1	4	7	30
MTELC0001473	ELECTRICAL - CIRCUIT BREAKER MCB 1POLE 32A	NOS	4	1	1	1	2	5	1	4	7	30
MTELC0001474	ELECTRICAL - COCSIAL CABLE 6.1MM TYPE RG59V/U	NOS	4	1	1	1	50	100	55	50	7	30
MTELC0001475	"ELECTRICAL - CONDUTE BENT (G.I) 1"""	NOS	4	1	1	1	5	10	6	4	7	30
MTELC0001476	"ELECTRICAL - CONDUTE BENT (G.I) OPEN TYPE 3/4"""	NOS	4	1	1	1	5	10	6	4	7	30
MTELC0001477	ELECTRICAL - CONECTOR 3POLE 32A	NOS	4	1	1	1	2	4	3	1	7	30
MTELC0001478	ELECTRICAL - CONNECTOR BAR PANNEL USED 15A	NOS	4	1	1	1	10	20	11	9	7	30
MTELC0001479	ELECTRICAL - CONTACT BLOCK TELEMECANIQUE LA1DN04 4NC	NOS	4	1	1	1	2	4	3	1	7	30
MTELC0001482	ELECTRICAL - COUNTERMETER (LENGTH) N489A (HUWANA)	NOS	4	1	1	1	1	1	1	0	7	30
MTELC0001483	ELECTRICAL - ELECTRICAL PRESSURE SWITCH 920-0076(0-4BAR)	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0001484	ELECTRICAL - EMERGENCY LAMP AH - LEDZ 230V 50HZ 6V 2X200	NOS	4	1	1	1	1	1	1	0	7	30
MTELC0001485	ELECTRICAL - FIRE ALARM	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0001486	ELECTRICAL - FIRE ALARM INDICATOR	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0001487	ELECTRICAL - FIRE ALARM POWER SUPPLY 9-50-24 110V/220V DC/OUT	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0001488	"ELECTRICAL - FLEXIBLE HOSE PVC COATED G.I 1 1/2"""	METTER	4	1	1	1	5	10	6	5	7	30
MTELC0001489	"ELECTRICAL - FLEXIBLE HOSE 1"" G.I PVC COATED"	METTER	4	1	1	1	5	10	6	5	7	30
MTELC0001490	"ELECTRICAL - FLEXIBLE HOSE 1/5"" G.I PVC COATED"	METTER	4	1	1	1	5	10	6	5	7	30
MTELC0001491	"ELECTRICAL - FLEXIBLE HOSE G.I 1"""	METTER	4	1	1	1	5	10	6	5	7	30
MTELC0001492	"ELECTRICAL - FLEXIBLE HOSE G.I 1/2"""	MEETER	4	1	1	1	5	10	6	5	7	30
MTELC0001493	ELECTRICAL - FLOATER SWITCH LEVCON BOILER (LS31441-41)	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0001495	ELECTRICAL - HANDLIVER ZE.PA203(AUTO SLISER)	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0001496	ELECTRICAL - INDICATOR LAMP GREEN 230V (LED)	NOS	4	1	1	1	3	6	4	2	7	30
MTELC0001497	ELECTRICAL - INDICATOR LAMP YELLOW 230V (LED)	NOS	4	1	1	1	3	6	4	2	7	30
MTELC0001498	"ELECTRICAL - JUNCTION BOX 3 WAY 1"" (G.I)"	NOS	4	1	1	1	5	10	6	4	7	30
MTELC0001499	"ELECTRICAL - JUNCTION BOX 4 WAY 1"" (G.I)"	NOS	4	1	1	1	5	10	6	4	7	30
MTELC0001501	ELECTRICAL - MULTIPLUG SQUARE PIN 13A	NOS	4	1	1	1	3	5	4	1	7	30
MTELC0001506	ELECTRICAL - POTENTOMETER 10K	nos	4	1	1	1	5	10	6	4	7	30
MTELC0001507	ELECTRICAL - POTENTOMETER 5K	nos	4	1	1	1	5	10	6	4	7	30
MTELC0001513	ELECTRICAL - PUSH BUTTON SWITCH LA38-11 WITH INDICATOR	nos	4	1	1	1	2	4	3	1	7	30
MTELC0001514	ELECTRICAL - RELAY 11PIN SQURE BASE 12V	nos	4	1	1	1	2	4	3	1	7	30
MTELC0001515	ELECTRICAL - RELAY BASE 11PIN SQURE BASE	nos	4	1	1	1	2	4	3	1	7	30
MTELC0001516	ELECTRICAL - RELAY ROUND PIN 8PIN - 24VDC	nos	4	1	1	1	2	4	3	1	7	30
MTELC0001520	ELECTRICAL - SOLANIDE GOLE 200A 12V ELECTRIC LIFT TRUCK	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0001521	ELECTRICAL - SOLID STATE RELAY INPUT 3-32VDC OUTPUT 300-80V 40A	nos	4	1	1	1	10	15	11	4	7	30
MTELC0001522	ELECTRICAL - STREET LIGHT FITING 250V	nos	4	1	1	1	2	3	2	1	7	30
MTELC0001523	ELECTRICAL - SWITCH PUSH BUTTON GREEN(ZBE-101)	nos	4	1	1	1	3	6	4	2	7	30
MTELC0001524	ELECTRICAL - SWITCH PUSH BUTTON RED(ZBE-102)	nos	4	1	1	1	3	6	4	2	7	30
MTELC0001526	ELECTRICAL - TELEPHONE	nos	4	1	1	1	3	5	4	1	7	30
MTELC0001527	ELECTRICAL - TELEPHONE HANDSET CABEL	nos	4	1	1	1	5	10	6	4	7	30
MTELC0001538	ELECTRICAL - WIRE LED DM 1MM	ROLL	4	1	1	1	0.5	1	0.6	0.4	7	30
MTELC0001539	ELECTRICAL - WIRE LED DM 2.5MM	ROLL	4	1	1	1	0.5	1	0.6	0.4	7	30
MTELC0001540	ELECTRICAL - WIRE LED DM 2MM	ROLL	4	1	1	1	0.5	1	0.6	0.4	7	30
MTELC0001541	ELECTRICAL - WIRE LUG (PRE -INSUTATED THERMINAL)	NOS	4	1	1	1	15	25	16	9	7	30
MTELC0001542	ELECTRICAL - WIRE LUG 2.5MMX6MM	NOS	4	1	1	1	15	25	16	9	7	30
MTELC0001543	ELECTRICAL - WIRE LUG 35MMX10MM	NOS	4	1	1	1	15	25	16	9	7	30
MTELC0001544	ELECTRICAL - WIRE LUG 4MMX5MM	NOS	4	1	1	1	15	25	16	9	7	30
MTELC0001545	ELECTRICAL - WIRE LUG 6MMX6MM	NOS	4	1	1	1	15	25	16	9	7	30
MTELC0001546	ELECTRICAL - WIRE LUG 6MMX8MM	NOS	4	1	1	1	15	25	16	9	7	30
MTELC0001547	ELECTRICAL - WIRE LUG AUTO OPEN TYPE 16-14 3.2	NOS	4	1	1	1	15	25	16	9	7	30
MTELC0001551	ELECTRICAL - WIRE LUG AUTO OPEN TYPE 16-14 3.2	NOS	4	1	1	1	15	25	16	9	7	30
MTELC0001552	ELECTRICAL - TIME REALAY-CHINT-JSZ3  A-A	NOS	4	1	1	1	3	5	4	1	7	30
MTELC0001562	ELECTRICAL - PLC UNIT MITSUBISHI(MELSES  FX2N-32MR)	NOS	4	1	1	1	0	1	0	1	7	30
MTELC0001612	ELECTRICAL -TIMER-10 SEC	NOS	4	1	1	1	3	5	4	1	7	30
MTELC0001646	ELECTRICAL -JUNCTION BOX (G.I)-¾” 3 WAY	NOS	4	1	1	1	5	10	6	4	7	30
MTELC0001647	ELECTRICAL -BEND (G.I)-¾”	NOS	4	1	1	1	5	10	6	4	7	30
MTELC0001648	"ELECTRICAL -CABAL GLAND(P.V.C) 1"""	NOS	4	1	1	1	3	5	4	1	7	30
MTELC0001653	ELETRICAL - LED TUBE LIGHT 2FT	NOS	4	1	1	1	5	10	6	4	7	30
MTELC0001654	ELETRICAL - LED TUBE LIGHT 4FT	NOS	4	1	1	1	5	10	6	4	7	30
MTELC0001671	ELETRICAL - P.V.C CASING 1” x 1 1/2''	NOS	4	1	1	1	2	5	3	2	7	30
MTELC0002000	ELETRICAL - M.C.B 4P 40A	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0002001	ELETRICAL - M.C.B 4P 16A SIMENS	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0002002	ELETRICAL - M.C.B 3P 25A SIMENS	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0002003	ELETRICAL - M.C.B 2P 20A 	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0002004	ELETRICAL - M.C.B 1P 32A 	NOS	4	1	1	1	2	4	2	2	7	30
MTELC0002005	ELECTRICAL - CONNECTOR BAR  5 A - 600V	NOS	4	1	1	1	5	10	6	4	7	30
MTELC0002008	ELECTRICAL - TIMER ANLY  AH3 - NA	NOS	4	1	1	1	3	6	4	2	7	30
MTELC0002009	ELECTRICAL - TIMER ANLY TRD - N 	NOS	4	1	1	1	3	6	4	2	7	30
MTELC0002016	ELECTRICAL - TENTION CONTROLER	NOS	4	1	1	1	1	2	1	1	7	30
MTELC0002017	ELECTRICAL - EMERGENCY STOP SWICH    LA 38/203 11	NOS	4	1	1	1	2	5	3	2	7	30
MTELC0000008	ELECTRICAL  - WIRE CORD 50M WIRE  SIZE 1.5MM 3 CORE	MTS	4	1	1	1	0	0	0	0	7	30
MTELC0000010	ELECTRICAL - AMEETER  1.5 / A2 X 72	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000011	ELECTRICAL - AMEETER  PANNAL METERS 120 A	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000013	ELECTRICAL - BREAKER  4 POLE	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000017	ELECTRICAL - BULB  CFL 20 W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000019	ELECTRICAL - BULB 5W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000022	ELECTRICAL - BULB HOLDER  PIN TYPE  B 22	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000024	ELECTRICAL - BULB INDICATER 230V	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000025	ELECTRICAL - BUS BAR MOUNT  11  - 40  MM	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000032	ELECTRICAL - CAPASITOR 7.5  µF	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000034	ELECTRICAL - CEALING LAMP	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000035	ELECTRICAL - CEALING LAMP  REPLACTER	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000051	ELECTRICAL - COUNTER METER  PD 304-02	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000052	ELECTRICAL - COUNTER METER  PD 330	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000053	ELECTRICAL - CURRENT TRASFOMER RATIO 100 A/5A	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000055	ELECTRICAL - DC MOTOR CONTROL BOARD	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000057	ELECTRICAL - DIGITAL COUNTER  ACSJCS - 33A- S/M	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000062	ELECTRICAL - FLEXIBLE HOSE  2'' PVC	MTS	4	1	1	1	0	0	0	0	7	30
MTELC0000066	ELECTRICAL - FUSE   10 AMP	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000067	ELECTRICAL - FUSE   15 AMP	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000068	ELECTRICAL - FUSE   5 AMP	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000070	ELECTRICAL - FUSE  CERAMIC  3 AMP	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000071	ELECTRICAL - FUSE  CERAMIC  4 AMP	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000072	ELECTRICAL - FUSE  RT14 RT 1810 X 38  7A	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000076	ELECTRICAL - GLAND PACKING  3FT X 18	FEET	4	1	1	1	0	0	0	0	7	30
MTELC0000077	ELECTRICAL - GLAND PACKING  5 1/2 FT X 1  3/4 X 3/4 ''	FEET	4	1	1	1	0	0	0	0	7	30
MTELC0000078	ELECTRICAL - GLAND PACKING  8 FT X 1 1/2 X 1/2 ''	FEET	4	1	1	1	0	0	0	0	7	30
MTELC0000080	ELECTRICAL - HEATER BAND 136 MM X 155 MM / 230 V  1800W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000081	ELECTRICAL - HEATER BAND 137 MM X  1140 MM /220V  1800 W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000082	ELECTRICAL - HEATER BAND 210  MM X 140 MM /210 V 2300W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000083	ELECTRICAL - HEATER BAND 90MM X 100MM 220V      900 W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000084	ELECTRICAL - HEATER BAND ID 90 MM X 80MM/2000 W230V	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000085	ELECTRICAL - HEATER LINER 120 MM X 20 MM / 220V      400 W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000086	ELECTRICAL - HEATER LINER 125 MM X 17 MM  / 220 V   500W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000087	ELECTRICAL - HEATER LINER 140  MM X 17MM/220V   500W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000088	ELECTRICAL - HEATER LINER 170 MM X 17 MM / 220 V   500W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000089	ELECTRICAL - HEATER LINER 175 MM X 14 MM /220V      500 W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000092	ELECTRICAL - IDUCTIVE PROXIMITY SENCER  NBNS  10 - 30 V -1000 MA  F7 - E0	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000099	ELECTRICAL - JUNCTION BOX 1 WAY  1/2 ''	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000101	ELECTRICAL - JUNCTION BOX 1 WAY 1/2 ''	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000103	ELECTRICAL - JUNCTION BOX 2 WAY 1/2 '' ANGEL '	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000105	ELECTRICAL - L.T CONTROL SWITCH  3 PHASE  16 A	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000107	ELECTRICAL - FLUORESCENT BALLAS 40W / 220 V	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000108	ELECTRICAL - LIMIT SWITCH  2 WAY SWITCH 230 V	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000114	ELECTRICAL - MCB 4 POLE  100 A	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000116	ELECTRICAL - METAL ENCLOUCER   150 X 300 X 100	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000117	ELECTRICAL - METAL ENCLOUCER   150 X 300 X 150	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000118	ELECTRICAL - MOTOR COOLING FAN  11 MM X 100MM	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000119	ELECTRICAL - MOTOR COOLING FAN 13.5 MM X 110 MM	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000120	ELECTRICAL - MOTOR COOLING FAN 16 MM X 120 MM	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000135	ELECTRICAL - PLUG BASE  15 A SQUARE PIN	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000138	ELECTRICAL - PLUG BASE  5A SQUARE PIN	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000139	ELECTRICAL - PLUG TOP 5A  ROUND PIN	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000144	ELECTRICAL - PROXIMITY SENCER  SWICH  TL/05 MC 1 LZ  10 -30 DC	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000145	ELECTRICAL - PROXIMITY SWICH  TL/05 2 1/2 - 240 V - DC	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000146	ELECTRICAL - PUSH BUTTON SWITCH    R 91	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000147	ELECTRICAL - PUSH BUTTON SWITCH  ON / OFF  LAY7 CPBCYOSO	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000148	ELECTRICAL - PUSH BUTTON SWITCH  TPB- 2  3 A 750 V	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000149	ELECTRICAL - RCD 4 POLE  30 MA / 40A	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000157	ELECTRICAL - RELAY BOTOM VIEW  8 PIN - 250 V BOTTOM VIEW	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000159	ELECTRICAL - RELAY SQUARE 18 PIN - 230 V	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000167	ELECTRICAL - SENCER CONTROLING PROXIMITY	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000168	ELECTRICAL - SENCER INDUCTIVE PROXIMITY  NPN / 10 -30  VCD 200 MA  3 WIRE	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000169	ELECTRICAL - SENCER INDUCTIVE PROXIMITY  NPN / 5-24 VDC / MM50 MA  3 WIRE	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000170	ELECTRICAL - SENCER MAGNATIC 12 TO 240 V	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000171	ELECTRICAL - SENCER PHOTO ELECRICAL  EV 55 / - DS7C / 12 24 VDC /3 WIRE	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000172	ELECTRICAL - SENCER PHOTO ELECRICAL  EYE  SENCER /GD J62 /12 -24VDC	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000173	ELECTRICAL - SENCER PHOTO ELECRICAL  KS-C2W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000174	ELECTRICAL - SENCER PHOTO ELECRICAL  NPN/10-30VDC / 200 MA/3 WIRE OD 18 MM	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000175	ELECTRICAL - SENCER PHOTO ELECRICAL  PNP / DC10-30V / 1M / 100M / 4 WIRE	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000176	ELECTRICAL - SENCER PHOTO ELECTRICAL 10-35 VDC PNP NORMALY CLOSE	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000177	ELECTRICAL - SENCER PRO JD1805 E1  10 -30 V  DC 150 MA	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000178	ELECTRICAL - SENCER PROXIMITY 10-30v 1A-200 MA	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000179	ELECTRICAL - SENSOR CONTROLLER AUOTO NIX  50 / 60 HZ 14-140 DC  AT 85DN 14-140VAC	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000180	ELECTRICAL - SET CONTROLLER AUTONICS 14 V  AC 240 AC	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000182	ELECTRICAL - SOCKET  COMMEUNICATION WIRE 2 WIRE FEMALE  CAMERA	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000183	ELECTRICAL - SOCKET  COMMEUNICATION WIRE MALE  & FEMALE  CAMERA	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000184	ELECTRICAL - SOLONOID COIL	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000186	ELECTRICAL - STAR DELTA TIMER TYPE ST3PA - 52 (AT85 DN)	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000187	ELECTRICAL - STEEL ENCLOSER  4 POLE  175X175X62.5 MCB	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000198	ELECTRICAL - TECHOMETER  DIGITAL HT 4200	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000202	ELECTRICAL - TEMPERATURE CONTROLLER  0-120 C   WITH THREMO CUPLE	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000203	ELECTRICAL - TEMPERATURE CONTROLLER AKT412200	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000204	ELECTRICAL - TEMPERATURE CONTROLLER P44TE10020	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000205	ELECTRICAL - TEMPRECHER CONTROLLER UNIT  JCS 33A – S/M	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000206	ELECTRICAL - TEMPRECTURE CONTROLL  PANASONIC KT-4	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000207	ELECTRICAL - TEMPRECTURE CONTROLL UNIT  GES / G5902	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000208	ELECTRICAL - TEMPRECTURE CONTROLL UNIT  GES/ GS90	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000209	ELECTRICAL - TEMPRECTURE CONTROLLER KT4AKT4112200 240V/60HZ 8VA	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000210	ELECTRICAL - THERMAL OVER LOAD RELAY AMPIERANGE 25 - 40A 3 POLE	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000211	ELECTRICAL - TIMER ANLY  AH3-NB 12 V DC	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000212	ELECTRICAL - TRANSFOMER  230 V 2 A 12VX2	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000213	ELECTRICAL - TUBE LIGHT  CHAK 40 W	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000215	ELECTRICAL - VALT METER  CLASS 1.5 96 X 96  500 V	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000216	ELECTRICAL - WALT METER CLASS 2.5  60X 60	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0000222	ELECTRICAL - WIRE  7/0.53 MM SINGLE CORE 1.5 MM  BLUE	MEATER	4	1	1	1	0	0	0	0	7	30
MTELC0001464	ELECTRICAL - BULB 6V 15W TUNGSTON HALAGON LAMP	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001480	ELECTRICAL - CONTACTOR AIR BREAK 230V 50HZ 4POLE	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001481	ELECTRICAL - CONTECTOR TELEMECANIC -LCID0910147 230V COIL (3 POLE)	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001494	ELECTRICAL - HALAGON BULB 250V THRED TYPE	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001500	ELECTRICAL - MCB THREEPOLE 55X41 SEMON -BOILER 25A	NOS	4	1	1	1	0	0	0	0	7	30
MTELC0001502	ELECTRICAL - PANALMETER TF 60 DC(0-40V)	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001503	"ELECTRICAL - PANEL GROND PG21(PVC)1"""	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001504	"ELECTRICAL - PANEL GROND PG29(PVC)1.5"""	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001505	"ELECTRICAL - PANEL GROND PG36(PVC)2"""	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001508	ELECTRICAL - PROXIMITY SENCER H 12 NI-NS-20 VDC	nos	4	1	1	1	0	0	0	0	7	30
MTELC0001509	ELECTRICAL - PROXIMITY SENCER INDUCTIVE SWITCH AM1/AN-2A	nos	4	1	1	1	0	0	0	0	7	30
